FILE_NAME,BLOBS_AREA_MEAN,BLOBS_AREA_STDEV,BLOBS_AREA_SUM,BLOBS_AREA_VARIANCE,BLOBS_BRIGHTNESS_MAX,BLOBS_BRIGHTNESS_MEAN,BLOBS_BRIGHTNESS_MIN,BLOBS_BRIGHTNESS_STDEV,BLOBS_COUNT,MAXBLOB_ANGLE,MAXBLOB_AREA,MAXBLOB_CIRCULARITY,MAXBLOB_CONVEXHULL_AREA,MAXBLOB_CONVEXHULL_PERIMETER,MAXBLOB_EQUIVALENT_DIAMETER,MAXBLOB_LENGTH_1ST,MAXBLOB_LENGTH_2ND,MAXBLOB_LENGTH_RATIO,MAXBLOB_PERIMETER,MAXBLOB_ROUGHNESS,MAXBLOB_SOLIDITY
18850_T5A46BV02CB_TCAOH510_121_37.8928_-421.066_O_M_20161206_192507.jpg,114,144.243,456,20806.2,227,145.108,55,51.9707,4,-12.2648,326,0.34017,427,98.4154,20.3734,44.2703,13.8929,3.18654,109.74,1.11507,0.763466
18850_T5A46BV02CB_TCAOH510_187_-604.004_699.625_O_M_20161206_192509.jpg,115.2,30.6321,576,938.325,223,91.074,52,36.6617,5,0,150,0.770665,160.5,47.0139,13.8198,17,12,1.41667,49.4558,1.05194,0.934579
18850_T5A46BV02DB_TCAOH510_146_-711.396_-823.408_O_M_20161206_192752.jpg,151.5,54.5985,757.5,2981,225,112.502,49,47.1704,5,0,239,0.81709,251.5,58.2922,17.4443,20,15,1.33333,60.6274,1.04006,0.950298
18850_T5A46BV02EB_TCAOH510_25_217.802_551.412_O_M_20161206_193039.jpg,186.667,117.89,560,13898.1,223,111.772,52,48.7301,3,-23.9625,311,0.47434,388.5,72.7452,19.8992,24.2668,20.51,1.18317,90.7696,1.24777,0.800515
18850_T5A46BV02FB_TCAOH510_133_594.422_-227.659_O_L_20161206_193334.jpg,393,416.486,786,173461,222,111.487,47,42.5003,2,-13.707,687.5,0.299208,961.5,140.832,29.5864,61.6323,20.1413,3.06,169.924,1.20657,0.715029
18850_T5A46BV02FB_TCAOH510_60_503.635_-852.167_O_M_20161206_193331.jpg,448.5,251.023,897,63012.5,219,81.1395,50,32.7797,2,-53.1301,626,0.69267,691.5,99.9918,28.232,38.2,21.6,1.76852,106.569,1.06577,0.905278
18850_T5A46BV02GB_TCAOH510_58_232.336_122.445_O_M_20161206_193618.jpg,79.725,49.1864,1594.5,2419.3,225,104.117,53,40.7629,20,-50.1944,222.5,0.763208,242,57.41,16.8314,18.3093,15.6205,1.17213,60.5269,1.05429,0.919421
18850_T5A46BV02HB_TCAOH510_78_494.141_741.875_O_M_20161206_193907.jpg,275.5,127.809,826.5,16335.3,222,117.473,56,39.9942,3,-72.646,405.5,0.733388,428.5,78.707,22.7222,29.5292,18.9703,1.5566,83.3553,1.05906,0.946324
18850_T5A46BV02JB_TCAOH510_73_382.721_557.162_O_M_20161206_194148.jpg,138.25,107.127,276.5,11476.1,224,159.818,79,35.7927,2,-63.435,214,0.456295,253,64.6015,16.5068,26.8328,11.6276,2.30769,76.7696,1.18836,0.84585
18850_T5A46BV02KB_TCAOH510_114_484.033_134.596_O_M_20161206_194438.jpg,121.5,106.773,243,11400.5,222,94.1965,63,39.4734,2,-33.6901,197,0.737398,211,55.1188,15.8376,21.0786,12.7581,1.65217,57.9411,1.05121,0.933649
18850_T5A46BV02KB_TCAOH510_4_413.035_200.083_O_L_20161206_194432.jpg,285.75,241.477,571.5,58311.1,221,85.8639,59,27.8123,2,-22.8337,456.5,0.618251,503.5,90.9075,24.1088,37.1565,15.6193,2.37888,96.3259,1.0596,0.906653
18850_T5A46BV02PB_TCAOH510_37_395.546_186.974_O_L_20161206_195548.jpg,902.5,0,902.5,0,216,77.2518,35,31.0023,1,-72.646,902.5,0.437781,1138.5,135.644,33.8984,53.5702,25.2341,2.12293,160.953,1.18659,0.79271
18850_T5A46BV02PB_TCAOH510_47_623.272_-330.951_O_L_20161206_195549.jpg,427.583,321.3,2565.5,103234,221,82.762,44,28.4575,6,-19.5367,905,0.360226,1075.5,161.391,33.9453,72.4453,16.6293,4.35649,177.681,1.10094,0.841469
18850_T5A46BV02RB_TCAOH510_154_-368.388_742.213_O_L_20161206_200120.jpg,209.8,121.226,1049,14695.8,223,94.2379,47,35.468,5,-81.8699,372,0.786142,394.5,72.7115,21.7634,23.3345,19.5161,1.19565,77.1127,1.06053,0.942966
18850_T5A46BV02SB_TCAOH510_236_599.776_-459.02_O_M_20161206_200411.jpg,235.5,156.271,471,24420.5,224,96.1393,57,39.8266,2,-21.8014,346,0.753932,368.5,71.6732,20.9891,25.8117,18.3838,1.40404,75.9411,1.05955,0.938942
18850_T5A46BV02SB_TCAOH510_256_-399.94_709.879_O_M_20161206_200411.jpg,93.5,91.1729,1028.5,8312.5,225,118.245,64,43.1644,11,0,325.5,0.777611,345.5,68.9537,20.3578,22,21,1.04762,72.5269,1.05182,0.942113
18850_T5A46BV02UB_TCAOH510_53_284.687_668.05_O_L_20161206_200946.jpg,150,130.11,600,16928.7,218,96.2529,67,31.6193,4,-55.3048,343,0.672079,369,75.4794,20.8979,29.0297,14.6097,1.98701,80.0833,1.06099,0.929539
18850_T5A46BW055B_TCAOH310_40_407.931_575.072__M_20161206_084848.jpg,263.75,228.042,527.5,52003.1,176,80.0539,33,47.0117,2,-6.34019,425,0.292809,622,97.1145,23.2621,35.559,23.6323,1.50467,135.054,1.39067,0.68328
18850_T5A46BW055B_TCAOH310_82_-501.927_333.032_O_L_20161206_084916.jpg,191.647,128.611,3258,16540.7,157,42.1365,20,26.8226,17,-5.71059,490,0.708049,514,88.2384,24.9777,35.3238,18.8062,1.87831,93.2548,1.05685,0.953307
18850_T5A46BW055B_TCAOH310_9_-107.318_-244.101__L_20161206_084813.jpg,306,81.0463,1224,6568.5,164,74.6466,30,35.6743,4,-68.1986,408,0.792634,423,76.7553,22.7921,28.9685,18.7552,1.54455,80.4264,1.04783,0.964539
18850_T5A46BW056B_TCAOH310_90_497.665_-583.901_O_L_20161206_085149.jpg,205.938,267.763,1647.5,71696.9,163,56.7466,29,30.9571,8,-55.4915,829.5,0.718262,891,111.888,32.4985,42.1806,26.2663,1.60588,120.468,1.07669,0.930976
18850_T5A46BW058B_TCAOH310_49_28.915_-582.208__L_20161206_085537.jpg,323.8,276.117,1619,76240.4,164,67.1215,27,34.5632,5,0,817.5,0.526842,916,111.655,32.2626,35,34,1.02941,139.64,1.25064,0.892467
18850_T5A46BW058B_TCAOH310_59_408.878_311.147__M_20161206_085548.jpg,334.1,521.592,1670.5,272058,182,55.889,29,29.5973,5,-79.6952,1250.5,0.809866,1298,130.444,39.9022,42.217,38.9076,1.08506,139.296,1.06786,0.963405
18850_T5A46BW05AB_TCAOH310_54_175.045_438.790__M_20161206_085943.jpg,281.5,468.979,1689,219942,176,47.1481,28,25.079,6,-52.2532,1234.5,0.412514,1568.5,154.082,39.6461,57.7994,31.935,1.8099,193.924,1.25857,0.787058
18850_T5A46BW05CB_TCAOH310_23_36.742_236.958__M_20161206_090330.jpg,112.333,106.848,337,11416.6,176,90.1679,40,46.176,3,-84.2894,235.5,0.589217,262,67.238,17.3161,28.0601,11.8409,2.36975,70.8701,1.05402,0.898855
18850_T5A46BW05CB_TCAOH310_5_-258.717_-436.529__M_20161206_090255.jpg,304.5,372.244,913.5,138566,147,45.9655,27,24.4448,3,-81.2538,731,0.438658,921.5,115.016,30.508,40.3712,28.4347,1.41979,144.711,1.25818,0.793272
18850_T5A46BW05CB_TCAOH310_81_103.664_875.770_O_M_20161206_090410.jpg,219.25,227.675,1315.5,51836.1,180,110.287,30,48.2796,6,0,647.5,0.290721,843,151.155,28.7128,68,16,4.25,167.296,1.10679,0.76809
18850_T5A46BW05CB_TCAOH310_95_288.260_-480.406_O_L_20161206_090410.jpg,379.429,589.113,2656,347054,163,71.6234,31,30.562,7,-79.6952,1700,0.329432,2167.5,233.838,46.5243,106.795,25.044,4.26429,254.652,1.08901,0.784314
18850_T5A46BW05RB_TCAOH310_29_61.166_-214.876__M_20161206_093120.jpg,687.25,496.035,1374.5,246051,178,63.7562,29,40.7482,2,-48.1221,1038,0.39307,1365,146.237,36.3541,55.2265,27.7031,1.99351,182.167,1.24569,0.76044
18850_T5A46BW05SB_TCAOH310_30_223.870_153.541__M_20161206_093337.jpg,303.75,174.838,1822.5,30568.3,160,48.9352,29,25.775,6,-4.39871,617,0.495794,759.5,101.893,28.0284,33.2096,28.3777,1.17027,125.054,1.22731,0.812377
18850_T5A46C1013B_TCAOH410_159_-646.335_803.679_O_L_20161206_091819.jpg,397,462.322,1191,213742,193,69.6385,36,40.0919,3,-11.3099,925.5,0.607826,962,132.233,34.3276,56.8737,21.5728,2.63636,138.326,1.04608,0.962058
18850_T5A46C1013B_TCAOH410_185_-304.95_-37.1191_O_L_20161206_091819.jpg,122.75,141.775,245.5,20100.1,79,67.1637,52,7.75572,2,-45,223,0.801961,234,56.5804,16.8503,19.799,14.8492,1.33333,59.1127,1.04476,0.952991
18850_T5A46C1013B_TCAOH410_193_-647.213_803.491_O_H_20161206_091819.jpg,1424.5,1037.33,2849,1076040,91,48.9921,30,12.9475,2,-5.19443,2158,0.415939,2459,242.108,52.418,110.816,29.5147,3.7546,255.338,1.05464,0.877593
18850_T5A46C1013B_TCAOH410_1_119.679_-831.087_O_L_20161206_091814.jpg,250.5,173.948,501,30258,90,66.4255,42,15.0909,2,-78.6901,373.5,0.784368,382.5,74.9435,21.8072,30.0058,16.2776,1.84337,77.3553,1.03218,0.976471
18850_T5A46C1013B_TCAOH410_432_119.704_-831.121_O_L_20161206_091822.jpg,253.25,179.959,506.5,32385.1,91,66.4405,41,15.2785,2,0,380.5,0.775403,392,75.866,22.0106,29,17,1.70588,78.5269,1.03507,0.970663
18850_T5A46C1019B_TCAOH410_134_512.919_461.393_O_M_20161206_090707.jpg,201,0,201,0,168,95.7729,56,29.4466,1,0,201,0.634121,219,58.5707,15.9975,24,12,2,63.1127,1.07755,0.917808
18850_T5A46C101BB_TCAOH410_76_341.925_460.014_O_L_20161206_090322.jpg,242.3,121.287,1211.5,14710.4,222,88.0488,46,38.3495,5,0,378,0.56193,425,87.7648,21.9382,37,14,2.64286,91.9411,1.04759,0.889412
18850_T5A46C101CB_TCAOH410_114_227.963_108.257_O_L_20161206_090125.jpg,109.929,98.2125,769.5,9645.7,193,91.6591,57,27.6155,7,0,285,0.394712,369.5,76.9508,19.0492,30,16,1.875,95.2548,1.23787,0.771313
18850_T5A46C101HB_TCAOH410_299_-576.554_415.578_O_L_20161206_085149.jpg,452,0,452,0,93,84.7301,69,5.15121,1,-4.76364,452,0.290875,575,126.777,23.9897,58.381,13.5364,4.31288,139.74,1.10225,0.786087
18850_T5A46C101SB_TCAOH410_180_-486.227_-330.594_O_L_20161206_083422.jpg,599.5,0,599.5,0,81,67.1496,53,7.19195,1,-6.34019,599.5,0.528829,651.5,114.071,27.628,49.2525,15.5708,3.16312,119.355,1.04632,0.920184
18850_T5A46C101SB_TCAOH410_350_-31.7091_-510.655_O_L_20161206_083424.jpg,114.167,19.6554,342.5,386.333,225,123.144,58,54.3022,3,0,136.5,0.698464,144.5,48.2927,13.1832,19,9,2.11111,49.5563,1.02617,0.944637
18850_T5A46C103JB_TCAOH510_103_-277.196_-741.329_O_M_20161206_035039.jpg,298,419.024,894,175581,224,91.0768,73,22.6902,3,-18.4349,780.5,0.40849,835.5,145.881,31.524,66.4078,15.1789,4.375,154.953,1.06219,0.934171
18850_T5A46C103MB_TCAOH510_123_-33.4393_-400.709_O_L_20161206_035844.jpg,171.556,180.371,1544,32533.7,225,111.044,47,44.2077,9,0,525,0.622931,573,96.6928,25.8544,41,19,2.15789,102.912,1.06432,0.91623
18850_T5A46C103RB_TCAOH510_90_-204.962_-588.84_O_M_20161206_040958.jpg,72.25,25.8094,144.5,666.125,218,125.713,67,48.4313,2,0,90.5,0.758246,98.5,37.6697,10.7344,13,9,1.44444,38.7279,1.02809,0.918782
18850_T5A46C1043B_TCAOH710_1_-401.986_149.917__L_20161206_115147.jpg,467.4,572.542,7011,327804,153,42.8069,15,19.0398,15,-29.0546,1619,0.323828,2184,191.667,45.4024,76.3431,39.8227,1.91707,250.652,1.30775,0.7413
18850_T5A46C1043B_TCAOH710_82_-401.977_149.914_O_L_20161206_115302.jpg,334.682,441.967,7363,195335,155,41.4572,12,19.9654,22,-72.2287,1552,0.24832,2192.5,224.068,44.453,99.3914,28.5196,3.48502,280.25,1.25073,0.707868
18850_T5A46C1045B_TCAOH710_12_-576.134_307.421__M_20161206_115646.jpg,205,178.191,410,31752,160,85.6673,42,39.7567,2,-10.9541,331,0.233747,502,107.83,20.5291,48.4239,13.3015,3.64048,133.397,1.23711,0.659363
18850_T5A46C104FB_TCAOH710_7_-111.082_85.916__L_20161206_121841.jpg,318.786,250.125,2231.5,62562.5,163,68.8592,37,36.1106,7,-25.0169,802.5,0.431059,964,138.643,31.9652,61.3184,18.3653,3.33882,152.953,1.10322,0.832469
18850_T5A46C104PB_TCAOH710_34_-576.093_-452.688__M_20161206_123724.jpg,379.75,416.019,1519,173072,202,92.6086,37,36.3619,4,0,818,0.399696,1050.5,135.28,32.2724,55,24,2.29167,160.368,1.18544,0.778677
18850_T5A46C1051B_TCAOH310_6_598.271_-696.551__L_20161207_153615.jpg,218.083,246.149,1308.5,60589.4,163,59.5,34,35.609,6,0,713.5,0.397079,947,125.295,30.1406,51,22,2.31818,150.267,1.19931,0.753432
18850_T5A46C105HB_TCAOH310_70_568.097_485.598__M_20161207_160918.jpg,95.45,71.8963,954.5,5169.08,160,62.3505,24,34.7,10,-45,201.5,0.747965,212,56.4693,16.0174,18.3848,14.8492,1.2381,58.1838,1.03036,0.950472
18850_T5A46C1068B_TCAOH510_103_245.448_422.265_O_L_20161207_090254.jpg,445.417,449.868,2672.5,202382,225,74.7681,29,38.6086,6,-12.9946,1277.5,0.701315,1356,141.412,40.3307,54.5659,32.1549,1.69697,151.296,1.0699,0.942109
18850_T5A46C1068B_TCAOH510_104_245.459_422.214_O_L_20161207_090254.jpg,520.1,472.817,2600.5,223556,225,72.8701,29,38.2955,5,-3.36646,1290.5,0.72756,1361,141.063,40.5354,53.6719,33.0018,1.62633,149.296,1.05837,0.9482
18850_T5A46C1068B_TCAOH510_122_245.449_422.221_O_M_20161207_090255.jpg,534.7,485.826,2673.5,236027,225,74.7115,28,38.1344,5,-6.34019,1326.5,0.732909,1377.5,143.168,41.0969,54.8845,32.6877,1.67905,150.811,1.05339,0.962976
18850_T5A46C106AB_TCAOH510_32_617.385_420.396_O_M_20161207_090815.jpg,133.833,87.3332,401.5,7627.08,225,107.144,54,44.7713,3,0,228,0.675792,255,59.5306,17.0382,21,15,1.4,65.1127,1.09377,0.894118
18850_T5A46C106KB_TCAOH510_112_37.8708_858.328_O_M_20161207_093259.jpg,151.643,106.154,1061.5,11268.6,220,95.6289,44,35.4874,7,-82.875,313.5,0.687501,331,73.2663,19.979,30.5125,13.2717,2.29907,75.6985,1.0332,0.94713
18850_T5A46C109MB_TCAOH510_843_437.885_-148.289_O_L_20161208_072759.jpg,1073.75,1328.3,2147.5,1764380,94,62.2419,44,14.2949,2,-63.435,2013,0.597124,2104.5,194.319,50.6264,78.2624,32.6466,2.39726,205.823,1.05921,0.956522
18850_T5A46C2032B_TCAOH310_40_-627.533_-505.310__M_20161207_044327.jpg,150.25,126.482,601,15997.8,180,130.938,48,34.1895,4,-63.435,307.5,0.758931,327.5,67.6151,19.7869,22.8079,19.2302,1.18605,71.3553,1.05532,0.938931
18850_T5A46C2036B_TCAOH310_4_-247.096_-167.471__L_20161207_045212.jpg,170.5,102.905,1875.5,10589.4,158,57.4105,29,28.7179,11,-26.5651,311.5,0.833577,325,65.4875,19.9152,22.8079,18.3358,1.2439,68.5269,1.04641,0.958462
18850_T5A46C203BB_TCAOH310_38_63.439_191.612__M_20161207_050423.jpg,114.5,95.8247,572.5,9182.38,167,57.8752,30,36.481,5,-48.0128,260,0.661404,297,65.1812,18.1946,23.3394,16.9471,1.37719,70.2843,1.07829,0.875421
18850_T5A46C203GB_TCAOH310_97_615.913_-373.959_O_L_20161207_051707.jpg,260.5,124.171,1042,15418.5,162,77.1277,31,36.9991,4,-18.4349,385,0.75706,400.5,76.0588,22.1404,29.7254,17.0763,1.74074,79.9411,1.05104,0.961298
18850_T5A46C2042B_TCAOH310_67_-480.207_168.457_O_M_20161207_192414.jpg,396,0,396,0,136,99.5777,56,19.0145,1,-71.565,396,0.753714,429.5,75.9256,22.4545,26.2469,20.871,1.25758,81.2548,1.07019,0.922002
18850_T5A46C204LB_TCAOH310_57_24.305_-242.929_O_M_20161207_200433.jpg,256.25,146.018,512.5,21321.1,157,90.407,46,33.6741,2,-59.0362,359.5,0.778366,379,71.6964,21.3946,25.8963,19.2078,1.34821,76.1838,1.06259,0.948549
18850_T5A46C206GB_TCAOH510_202_-576.722_783.894_O_M_20161210_044126.jpg,140.833,185.119,422.5,34269.1,218,78.9298,51,29.5881,3,-26.5651,354,0.579729,419,77.1833,21.2303,26.3856,19.6774,1.34091,87.598,1.13493,0.844869
18850_T5A46C2072B_TCAOH310_29_390.786_-15.215_O_L_20161207_232445.jpg,180.2,86.7681,901,7528.7,175,83.7294,33,34.9537,5,-26.5651,331,0.744026,351,71.5892,20.5291,27.28,16.0997,1.69444,74.7696,1.04442,0.94302
18850_T5A46C207AB_TCAOH310_53_-511.031_189.520_O_L_20161207_234437.jpg,286.417,564.356,1718.5,318497,151,68.87,24,33.4328,6,-85.5154,1437.5,0.297998,1799.5,207.442,42.7818,93.6536,24.3175,3.85129,246.208,1.18687,0.798833
18850_T5A46C207EB_TCAOH310_86_82.285_-780.456_O_M_20161207_235521.jpg,159.375,136.344,1275,18589.7,162,79.3006,28,37.8493,8,0,369,0.588448,429.5,80.3242,21.6755,31,18,1.72222,88.7696,1.10514,0.859139
18850_T5A46C207PB_TCAOH310_41_29.042_223.952_O_L_20161208_001815.jpg,533.25,103.01,2133,10611.1,176,78.7153,32,39.0952,4,-7.12502,631,0.832449,657,92.7944,28.3446,30.0164,26.9155,1.11521,97.598,1.05177,0.960426
18850_T5A46C207PB_TCAOH310_52_-643.314_-723.574_O_M_20161208_001816.jpg,282.333,156.638,847,24535.6,175,120.337,70,22.4492,3,-86.4237,456.5,0.646694,489.5,89.344,24.1088,36.8656,18.0273,2.04498,94.1838,1.05417,0.932584
18850_T5A46C207UB_TCAOH310_75_-629.906_-868.648_O_M_20161208_002926.jpg,599.167,613.002,1797.5,375772,155,66.5161,28,30.643,3,-64.0256,1307,0.320688,1638.5,202.28,40.7937,94.855,22.6592,4.18616,226.309,1.11879,0.797681
18850_T5A46C20A1B_TCAOH310_23_424.289_-158.809__L_20161207_140043.jpg,112.083,110.014,1345,12103,173,67.8036,29,35.2036,12,-45,409,0.835619,423.5,75.7845,22.8201,23.3345,23.3345,1,78.4264,1.03486,0.965762
18850_T5A46C20A8B_TCAOH310_74_-522.160_-218.269__M_20161207_141705.jpg,99.6,66.598,498,4435.3,143,46.64,35,22.6437,5,-85.9144,205,0.486479,267,62.603,16.1559,20.0917,17.8118,1.128,72.7696,1.1624,0.76779
18850_T5A46C20ACB_TCAOH310_61_-608.547_716.935__L_20161207_142445.jpg,442.667,205.549,1328,42250.3,159,63.5274,29,33.8126,3,-45,639,0.56328,751.5,103.797,28.5237,37.4767,24.0416,1.55882,119.397,1.1503,0.850299
18850_T5A46C20AJB_TCAOH310_12_-422.566_-403.812__M_20161207_143605.jpg,149.6,143.643,748,20633.3,172,105.132,45,29.523,5,-45,379.5,0.894604,386.5,70.9646,21.9817,22.6274,20.5061,1.10345,73.0122,1.02885,0.981889
18850_T5A46C20AMB_TCAOH310_53_213.953_892.592__M_20161207_144320.jpg,107.4,98.6493,537,9731.67,45,40.8899,35,1.99736,5,0,250.5,0.363863,378.5,76.6193,17.8591,28,15,1.86667,93.0122,1.21395,0.661823
18850_T5A46C3013B_TCAOH310_4_-244.932_-274.470_O_L_20161208_051653.jpg,91.5714,40.4046,641,1632.54,149,67.4258,37,27.441,7,-56.3099,157.5,0.577802,188.5,53.0387,14.161,18.8598,12.4808,1.51111,58.5269,1.10348,0.835544
18850_T5A46C3024B_TCAOH310_59_461.865_165.031_O_L_20161208_041449.jpg,232.833,93.1884,698.5,8684.08,165,66.5355,23,39.389,3,-71.565,334,0.662449,354,75.4979,20.6219,31.939,15.1789,2.10417,79.598,1.05431,0.943503
18850_T5A46C3027B_TCAOH310_53_-530.983_192.976_O_M_20161208_042201.jpg,262,415.637,1572,172754,159,50.6026,21,31.7096,6,-67.1663,1098,0.401682,1296,169.605,37.3901,76.3017,20.0334,3.80872,185.338,1.09277,0.847222
18850_T5A46C3029B_TCAOH310_44_-687.283_-124.554_O_M_20161208_042653.jpg,131.571,106.223,921,11283.3,145,53.5465,33,24.6794,7,-55.6197,299,0.4512,364.5,80.6757,19.5115,33.0123,15.0293,2.19653,91.2548,1.13113,0.820302
18850_T5A46C302DB_TCAOH310_49_346.824_535.515_O_L_20161208_043729.jpg,657.833,195.525,1973.5,38230.1,164,57.3678,25,37.4289,3,0,803,0.784734,846.5,105.488,31.9752,34,32,1.0625,113.397,1.07498,0.948612
18850_T5A46C302HB_TCAOH310_90_635.270_646.589_O_M_20161208_044804.jpg,222.438,153.995,1779.5,23714.5,177,65.7723,32,35.0632,8,-66.8014,421.5,0.67894,450.5,82.4018,23.1661,33.4831,18.3829,1.82143,88.3259,1.07189,0.935627
18850_T5A46C3048B_TCAOH420_189_593.597_54.7516_O_M_20161207_162558.jpg,169.563,187.709,1356.5,35234.5,149,62.7235,42,21.676,8,-87.3974,589,0.659471,630,101.25,27.385,40.1404,17.7544,2.26087,105.941,1.04633,0.934921
18850_T5A46C3048B_TCAOH420_190_593.597_54.7861_O_L_20161207_162558.jpg,154.556,181.712,1391,33019.2,154,62.5767,40,21.3237,9,0,587.5,0.660815,615.5,101.302,27.3501,40,17,2.35294,105.698,1.0434,0.954509
18850_T5A46C304FB_TCAOH420_20_279.296_621.704_O_H_20161207_133309.jpg,166.8,102.678,834,10542.7,174,81.9635,47,25.2523,5,0,334,0.727784,352.5,72.0763,20.6219,28,16,1.75,75.9411,1.05362,0.947518
18850_T5A46C304JB_TCAOH420_116_-488.928_-401.417_O_M_20161207_132738.jpg,117,71.7565,351,5149,58,51.3088,41,5.03495,3,-75.9638,185,0.813563,194,51.1533,15.3476,18.6752,12.8544,1.45283,53.4558,1.04501,0.953608
18850_T5A46C304LB_TCAOH420_86_-545.117_-328.265_O_L_20161207_132400.jpg,160.667,138.818,1446,19270.6,146,58.8868,38,20.122,9,0,369,0.796831,380.5,73.1753,21.6755,27,17,1.58824,76.2843,1.04249,0.969777
18850_T5A46C304UB_TCAOH420_49_-357.092_-734.156_O_M_20161207_130748.jpg,138,96.8736,276,9384.5,152,92.0473,56,27.381,2,0,206.5,0.792752,219,54.8973,16.2149,17,16,1.0625,57.2132,1.04219,0.942922
18850_T5A46C306NB_TCAOH810_62_-378.894_-873.444_O_L_20161209_005400.jpg,366.7,302.16,1833.5,91300.7,203,124.51,56,48.5322,5,-64.9831,814,0.711745,891,108.367,32.1934,33.5892,32.8038,1.02394,119.882,1.10626,0.91358
18850_T5A46C30D2B_TCAOH510_344_646.438_346.213_O_L_20161210_030804.jpg,265.5,282.895,796.5,80029.8,217,83.4696,51,31.6559,3,-22.1663,589,0.468142,661,118.571,27.385,52.3757,15.9151,3.29095,125.74,1.06046,0.891074
18850_T5A46C30D9B_TCAOH510_783_-604.415_163.982_O_L_20161210_032735.jpg,94,0,94,0,95,89.5339,83,3.35898,1,0,94,0.454673,130.5,46.9345,10.94,18,10,1.8,50.9706,1.08599,0.720307
18850_T5A46C30E2B_TCAOH710_2_-247.059_-580.396_O_M_20161207_223604.jpg,420.167,441.644,1260.5,195049,205,67.311,36,46.1169,3,-36.8699,929.5,0.234805,1256,193.364,34.4017,88.8,18.6,4.77419,223.037,1.15345,0.740048
18850_T5A46C30E9B_TCAOH710_62_321.438_-332.648_O_M_20161207_225029.jpg,84.5,72.5034,253.5,5256.75,166,98.074,54,37.7728,3,-50.9061,163.5,0.354,230,65.307,14.4283,27.7946,9.94396,2.79512,76.1838,1.16655,0.71087
18850_T5A46C30ECB_TCAOH710_22_569.934_642.698_O_M_20161207_225548.jpg,173.8,190.165,869,36162.6,207,108.89,37,54.7139,5,-54.4623,486,0.840249,504,81.3743,24.8756,25.807,24.877,1.03738,85.2548,1.04769,0.964286
18850_T5A46C4022B_TCAOH310_43_152.912_70.400_O_M_20161210_002522.jpg,127.875,101.103,511.5,10221.9,178,90.0559,37,43.8477,4,0,270.5,0.807772,280.5,62.4794,18.5583,22,16,1.375,64.8701,1.03826,0.964349
18850_T5A46C406UB_TCAOH710_65_353.255_-806.596_O_L_20161210_145544.jpg,182.875,161.77,2926,26169.5,205,97.3618,36,46.4912,16,0,574.5,0.391238,755,103.406,27.0458,30,28,1.07143,135.841,1.31367,0.760927
18850_T5A46C5012B_TCAOH810_88_-267.170_-171.675_O_M_20161209_224554.jpg,882.25,975.868,3529,952317,204,97.398,40,36.901,4,-4.96974,1967.5,0.703731,2125.5,169.872,50.051,53.5804,46.6934,1.1475,187.439,1.10341,0.925665
18850_T5A46C503SB_TCAOH410_191_331.072_-106.381_O_M_20161209_232840.jpg,127.5,104.652,255,10952,200,117.191,75,30.0637,2,-38.6598,201.5,0.816203,210.5,53.4302,16.0174,17.6476,14.8365,1.18947,55.6985,1.04245,0.957245
18850_T5A46C6055B_TCAOH710_17_-610.601_688.321_O_L_20161213_091432.jpg,228.3,156.452,1141.5,24477.3,148,75.5118,44,22.0513,5,0,425.5,0.82457,443,76.272,23.2758,24,23,1.04348,80.5269,1.05579,0.960497
18850_T5A46C6055B_TCAOH710_40_298.993_99.094_O_L_20161213_091507.jpg,391.083,128.369,2346.5,16478.5,191,64.1642,37,32.1092,6,-77.4712,571.5,0.720463,619,91.9871,26.9751,31.6719,23.32,1.35814,99.8406,1.08538,0.923263
18850_T5A46C6055B_TCAOH710_66_-505.724_-826.753_O_L_20161213_091524.jpg,1311,919.946,2622,846301,204,61.0128,24,37.7171,2,-28.393,1961.5,0.300733,2526,195.063,49.9746,74.2044,47.9321,1.54811,286.291,1.46769,0.776524
18850_T5A46C6059B_TCAOH710_12_-264.406_598.747_O_M_20161213_092406.jpg,144.188,92.4897,1153.5,8554.35,167,80.4636,31,42.9726,8,-2.60256,319,0.512668,385,79.5226,20.1535,32.0578,16.6646,1.92371,88.4264,1.11197,0.828571
18850_T5A46C6059B_TCAOH710_47_465.435_-211.428_O_L_20161213_092453.jpg,1121.33,581.135,3364,337718,206,52.6745,24,32.0261,3,-56.3099,1784,0.697043,1839.5,170.689,47.6598,71.0016,33.0047,2.15126,179.338,1.05067,0.969829
18850_T5A46C6059B_TCAOH710_89_-467.359_-453.005_O_L_20161213_092509.jpg,488.889,135.616,4400,18391.7,209,68.6015,24,33.2428,9,0,673,0.386717,863.5,129.123,29.2727,57,22,2.59091,147.882,1.14528,0.779386
18850_T5A46C6059B_TCAOH710_92_-100.581_-472.652_O_M_20161213_092509.jpg,352.25,507.838,1409,257900,198,90.0495,31,42.2527,4,-78.6901,1113,0.323829,1510.5,158.431,37.6446,64.5222,28.4368,2.26897,207.823,1.31176,0.736842
18850_T5A46C605HB_TCAOH710_30_208.009_-76.570_O_M_20161213_094448.jpg,696.5,835.8,1393,698562,160,59.3812,38,27.2661,2,0,1287.5,0.624536,1404.5,147.79,40.4882,58,30,1.93333,160.953,1.08907,0.916696
