FILE_NAME,BLOBS_AREA_MEAN,BLOBS_AREA_STDEV,BLOBS_AREA_SUM,BLOBS_AREA_VARIANCE,BLOBS_BRIGHTNESS_MAX,BLOBS_BRIGHTNESS_MEAN,BLOBS_BRIGHTNESS_MIN,BLOBS_BRIGHTNESS_STDEV,BLOBS_COUNT,MAXBLOB_ANGLE,MAXBLOB_AREA,MAXBLOB_CIRCULARITY,MAXBLOB_CONVEXHULL_AREA,MAXBLOB_CONVEXHULL_PERIMETER,MAXBLOB_EQUIVALENT_DIAMETER,MAXBLOB_LENGTH_1ST,MAXBLOB_LENGTH_2ND,MAXBLOB_LENGTH_RATIO,MAXBLOB_PERIMETER,MAXBLOB_ROUGHNESS,MAXBLOB_SOLIDITY
18850_T5A46BQ0CCB_TCAOH410_506_628.035_-591.339_O_M_20161201_134437.jpg,175,0,175,0,198,120.187,79,30.2578,1,-39.8056,175,0.804462,186.5,50.088,14.9271,15.6205,14.5962,1.07018,52.2843,1.04385,0.938338
18850_T5A46BQ0CCB_TCAOH410_513_690.171_364.948_O_M_20161201_134437.jpg,314.5,0,314.5,0,83,71.2435,61,6.14122,1,0,314.5,0.862328,322,65.6324,20.0108,23,17,1.35294,67.6985,1.03148,0.976708
18850_T5A46BQ0CCB_TCAOH410_657_684.98_-724.568_O_M_20161201_134438.jpg,120.25,124.804,240.5,15576.1,199,127.903,70,31.854,2,0,208.5,0.810119,218,54.3951,16.2933,18,15,1.2,56.8701,1.0455,0.956422
18850_T5A46BQ0CEB_TCAOH410_1206_-359.239_-483.287_O_M_20161201_134016.jpg,182.5,0,182.5,0,222,135.693,87,37.388,1,-45,182.5,0.858059,187.5,50.8383,15.2436,15.5563,14.8492,1.04762,51.6985,1.01692,0.973333
18850_T5A46BQ0CEB_TCAOH410_134_698.852_-545.67_O_M_20161201_134013.jpg,173.5,0,173.5,0,210,133.574,104,24.7046,1,-45,173.5,0.805022,183,49.7256,14.8629,16.2635,14.1421,1.15,52.0416,1.04658,0.948087
18850_T5A46BQ0CEB_TCAOH410_146_638.492_-727.224_O_M_20161201_134013.jpg,194.5,0,194.5,0,206,120.607,83,29.9366,1,-45,194.5,0.811818,205,52.1836,15.7367,16.2635,15.5563,1.04545,54.8701,1.05148,0.94878
18850_T5A46BQ0CEB_TCAOH410_1659_623.167_-743.276_O_M_20161201_134017.jpg,61.75,46.3155,123.5,2145.13,206,108.13,62,37.0457,2,0,94.5,0.687649,100,40.3709,10.9691,16,8,2,41.5563,1.02936,0.945
18850_T5A46BQ0CEB_TCAOH410_176_464.155_-291.939_O_M_20161201_134014.jpg,56.5,0,56.5,0,83,66.6757,59,5.96637,1,0,56.5,0.550911,65.5,34.8803,8.48163,14,6,2.33333,35.8995,1.02922,0.862595
18850_T5A46BQ0CEB_TCAOH410_182_404.294_-373.083_O_M_20161201_134014.jpg,264,0,264,0,148,67.2969,49,20.2231,1,0,264,0.802794,279,61.8495,18.334,22,16,1.375,64.2843,1.03937,0.946237
18850_T5A46BQ0CEB_TCAOH410_1994_-428.477_-716.743_O_M_20161201_134017.jpg,286,0,286,0,223,125.975,70,39.6769,1,-63.435,286,0.797933,304.5,63.4067,19.0826,20.5718,18.783,1.09524,67.1127,1.05845,0.939245
18850_T5A46BQ0CEB_TCAOH410_2011_-312.76_-485.938_O_M_20161201_134018.jpg,209.5,0,209.5,0,187,94.3504,55,35.6891,1,0,209.5,0.874426,215,53.1773,16.3323,17,16,1.0625,54.8701,1.03183,0.974419
18850_T5A46BQ0CEB_TCAOH410_2060_-310.242_455.246_O_M_20161201_134018.jpg,165,0,165,0,187,86.2316,49,39.9488,1,0,165,0.654515,183,49.6727,14.4943,16,14,1.14286,56.2843,1.1331,0.901639
18850_T5A46BQ0CEB_TCAOH410_3502_715.824_-366.168_O_M_20161201_134020.jpg,159.5,0,159.5,0,212,129.308,91,30.9518,1,0,159.5,0.827575,167,47.1936,14.2507,15,14,1.07143,49.2132,1.04279,0.95509
18850_T5A46BQ0CEB_TCAOH410_3512_602.068_-549.984_O_M_20161201_134020.jpg,242,0,242,0,210,131.204,79,30.8723,1,-45,242,0.814259,255.5,58.0754,17.5535,18.3848,17.6777,1.04,61.1127,1.0523,0.947162
18850_T5A46BQ0CEB_TCAOH410_813_398.747_-285.568_O_M_20161201_134015.jpg,40.5,0,40.5,0,130,95.2407,68,13.722,1,0,40.5,0.653841,45.5,26.9481,7.18096,10,6,1.66667,27.8995,1.0353,0.89011
18850_T5A46BQ0CEB_TCAOH410_870_-703.916_-658.633_O_M_20161201_134015.jpg,149.5,0,149.5,0,217,148.749,118,25.8491,1,-45,149.5,0.813983,158.5,46.064,13.7967,14.1421,14.1421,1,48.0416,1.04293,0.943218
18850_T5A46BQ0CGB_TCAOH410_642_-466.345_-685.273_O_M_20161201_133559.jpg,95,0,95,0,225,151.009,101,32.8999,1,-56.3099,95,0.835551,98.5,36.9232,10.9981,13.5902,9.15255,1.48485,37.799,1.02372,0.964467
18850_T5A46BQ0CJB_TCAOH410_1178_502.394_-671.295_O_M_20161201_133129.jpg,232.5,0,232.5,0,212,118,75,33.9637,1,-45,232.5,0.877615,239,56.1836,17.2055,17.6777,16.9706,1.04167,57.6985,1.02696,0.972803
18850_T5A46BQ0CJB_TCAOH410_1182_560.103_-744.562_O_M_20161201_133129.jpg,176.25,73.8927,352.5,5460.13,209,113.906,74,33.7396,2,-53.1301,228.5,0.783789,244.5,57.8334,17.0568,18.8,17,1.10588,60.5269,1.04657,0.93456
18850_T5A46BQ0CJB_TCAOH410_612_693.446_-791.805_O_M_20161201_133126.jpg,233.5,0,233.5,0,212,119.402,65,38.71,1,0,233.5,0.813939,245,57.2544,17.2424,20,15,1.33333,60.0416,1.04868,0.953061
18850_T5A46BQ0CJB_TCAOH410_811_455.421_-347.134_O_M_20161201_133127.jpg,247,0,247,0,170,74.76,51,25.186,1,-40.6013,247,0.800111,260,59.2556,17.7339,20.0661,16.4867,1.21711,62.2843,1.05111,0.95
18850_T5A46BQ0CJB_TCAOH410_824_689.847_368.235_O_M_20161201_133128.jpg,356,0,356,0,209,97.6237,56,33.2057,1,0,356,0.884638,364.5,69.0955,21.2902,21,21,1,71.1127,1.02919,0.97668
18850_T5A46BQ0CJB_TCAOH410_937_-247.732_565.025_O_M_20161201_133128.jpg,151,0,151,0,223,146.919,98,39.8775,1,0,151,0.860073,155.5,45.659,13.8658,14,13,1.07692,46.9706,1.02872,0.971061
18850_T5A46BQ0CJB_TCAOH410_989_335.164_-229.71_O_M_20161201_133128.jpg,199,0,199,0,187,88.2699,54,35.2713,1,-75.9638,199,0.618267,229,56.3361,15.9177,18.4327,16.2499,1.13433,63.598,1.1289,0.868996
18850_T5A46BQ0CJB_TCAOH410_995_448.409_-367.233_O_M_20161201_133129.jpg,164.5,0,164.5,0,151,76.893,55,19.9467,1,0,164.5,0.882995,168.5,47.2029,14.4723,14,14,1,48.3848,1.02504,0.976261
18850_T5A46BQ0CLB_TCAOH410_150_350.511_-472.66_O_M_20161201_132558.jpg,139,0,139,0,129,71.2795,57,14.2394,1,-57.9946,139,0.71415,155,45.9622,13.3034,15.582,13.144,1.18548,49.4558,1.07601,0.896774
18850_T5A46BQ0CQB_TCAOH410_3198_-708.217_154.185_O_M_20161201_131656.jpg,213,0,213,0,218,137.933,88,35.383,1,0,213,0.778732,224,56.3256,16.4682,21,13,1.61538,58.6274,1.04087,0.950893
18850_T5A46BQ0CRB_TCAOH410_2913_-694.456_-367.361_O_M_20161201_131438.jpg,184,0,184,0,223,139.452,99,30.0512,1,0,184,0.834841,192.5,50.7168,15.3061,17,14,1.21429,52.6274,1.03767,0.955844
18850_T5A46BQ0CRB_TCAOH410_2963_-463.578_-352.88_O_M_20161201_131438.jpg,163,0,163,0,222,140.855,106,29.3136,1,-45,163,0.773621,173,49.3711,14.4062,16.9706,13.435,1.26316,51.4558,1.04223,0.942197
18850_T5A46BQ0CRB_TCAOH410_3957_294.245_-530.258_O_M_20161201_131439.jpg,178,0,178,0,174,87.1386,54,33.6364,1,0,178,0.833657,187.5,49.8166,15.0545,16,14,1.14286,51.799,1.03979,0.949333
18850_T5A46BQ0CSB_TCAOH410_257_346.035_-300.301_O_M_20161201_131208.jpg,287.5,0,287.5,0,222,99.5331,51,43.4164,1,-18.4349,287.5,0.816306,301.5,63.2145,19.1326,21.1873,18.025,1.17544,66.5269,1.0524,0.953566
18850_T5A46BQ0CTB_TCAOH410_1037_352.502_-289.103_O_M_20161201_131011.jpg,173,0,173,0,209,125.459,80,32.308,1,0,173,0.795269,184.5,49.8242,14.8415,16,15,1.06667,52.2843,1.04937,0.937669
18850_T5A46BQ0CTB_TCAOH410_1170_-347.159_-219.567_O_M_20161201_131012.jpg,191.5,0,191.5,0,221,125.042,80,33.3813,1,-45,191.5,0.799296,201.5,52.6412,15.6149,16.9706,15.5563,1.09091,54.8701,1.04234,0.950372
18850_T5A46BQ0CTB_TCAOH410_153_464.38_-746.844_O_M_20161201_131008.jpg,219.5,0,219.5,0,202,122.849,84,31.6447,1,-45,219.5,0.782933,234,56.9746,16.7175,17.6777,16.2635,1.08696,59.3553,1.04179,0.938034
18850_T5A46BQ0CTB_TCAOH410_177_346.91_-724.852_O_M_20161201_131008.jpg,197.5,0,197.5,0,211,127.448,86,32.8134,1,-45,197.5,0.834748,205.5,52.7403,15.8576,16.2635,15.5563,1.04545,54.5269,1.03388,0.961071
18850_T5A46BQ0CTB_TCAOH410_195_-696.483_-723.279_O_M_20161201_131008.jpg,134,0,134,0,221,139.019,96,31.1025,1,-84.2894,134,0.763244,141.5,45.885,13.0619,17.4132,9.75136,1.78571,46.9706,1.02366,0.946996
18850_T5A46BQ0CTB_TCAOH410_4513_-698.196_-651.74_O_M_20161201_131015.jpg,227,0,227,0,224,134.613,87,34.2738,1,0,227,0.839717,235,55.9848,17.0007,20,15,1.33333,58.2843,1.04107,0.965957
18850_T5A46BQ0CTB_TCAOH410_486_-693.701_-614.722_O_M_20161201_131009.jpg,105.5,0,105.5,0,221,135.584,100,30.9759,1,0,105.5,0.737977,111,40.7382,11.5899,16,9,1.77778,42.3848,1.04042,0.95045
18850_T5A46BQ0CTB_TCAOH410_724_350.288_-431.852_O_M_20161201_131010.jpg,70,60.1041,140,3612.5,200,129.795,89,25.6834,2,0,112.5,0.681184,114.5,44.8438,11.9683,19,7,2.71429,45.5563,1.01589,0.982533
18850_T5A46BQ0CTB_TCAOH410_765_700.982_-417.937_O_M_20161201_131010.jpg,116.5,0,116.5,0,208,123.9,86,32.3568,1,0,116.5,0.576683,129.5,48.3296,12.1792,20,9,2.22222,50.3848,1.04253,0.899614
18850_T5A46BQ0CUB_TCAOH410_105_569.15_-626.171_O_M_20161201_130817.jpg,226,0,226,0,224,147.247,85,42.6808,1,-45,226,0.870669,233.5,55.1303,16.9633,17.6777,16.2635,1.08696,57.1127,1.03596,0.96788
18850_T5A46BQ0CUB_TCAOH410_137_397.141_160.817_O_M_20161201_130818.jpg,130.5,0,130.5,0,214,137.14,86,39.6237,1,0,130.5,0.878188,134.5,41.9215,12.8902,14,12,1.16667,43.2132,1.03081,0.97026
18850_T5A46BQ0CUB_TCAOH410_154_448.016_446.313_O_M_20161201_130818.jpg,166,0,166,0,222,142.175,79,39.3653,1,0,166,0.841157,172.5,47.7209,14.5381,16,13,1.23077,49.799,1.04355,0.962319
18850_T5A46BQ0CUB_TCAOH410_179_-246.956_-411.956_O_M_20161201_130818.jpg,834.5,0,834.5,0,87,51.3984,24,17.4802,1,0,834.5,0.809174,885,108.601,32.5963,33,33,1,113.841,1.04825,0.942938
18850_T5A46BQ0CUB_TCAOH410_331_-259.812_111.369_O_M_20161201_130821.jpg,144,0,144,0,224,166.479,112,30.5129,1,0,144,0.862702,149,44.3597,13.5406,15,12,1.25,45.799,1.03245,0.966443
18850_T5A46BQ0F1B_TCAOH710_19_206.059_810.652__M_20161202_032205.jpg,347.5,0,347.5,0,205,147.771,81,34.9748,1,-4.76364,347.5,0.811524,364.5,70.0859,21.0345,25.495,18.5191,1.37668,73.3553,1.04665,0.953361
18850_T5A46BQ0F1B_TCAOH710_25_362.206_764.680__M_20161202_032217.jpg,500.5,0,500.5,0,205,134.381,66,40.0234,1,0,500.5,0.887477,510,81.4135,25.2439,27,23,1.17391,84.1838,1.03403,0.981373
18850_T5A46BQ0F1B_TCAOH710_26_433.949_622.064__M_20161202_032217.jpg,356.5,0,356.5,0,205,145.296,77,31.6729,1,0,356.5,0.871464,365,69.6473,21.3052,24,18,1.33333,71.6985,1.02945,0.976712
18850_T5A46BQ0F1B_TCAOH710_30_327.884_-856.462__M_20161202_032217.jpg,634,0,634,0,205,107.01,51,41.3065,1,-36.8699,634,0.848295,653,92.6615,28.4119,32.6,24.8,1.31452,96.9117,1.04587,0.970904
18850_T5A46BQ0F1B_TCAOH710_32_363.292_-323.085__M_20161202_032217.jpg,396.5,0,396.5,0,204,160.471,111,26.0331,1,0,396.5,0.850795,406.5,73.68,22.4686,25,19,1.31579,76.5269,1.03864,0.9754
18850_T5A46BQ0F1B_TCAOH710_54_-77.704_-609.254_O_M_20161202_032245.jpg,2712.5,0,2712.5,0,211,47.8622,14,33.6976,1,-41.1859,2712.5,0.668162,2832,209.221,58.7679,85.5115,41.1095,2.08009,225.865,1.07955,0.957804
18850_T5A46BQ0F1B_TCAOH710_6_-99.066_227.879__M_20161202_032141.jpg,341.5,0,341.5,0,165,115.29,64,27.2093,1,0,341.5,0.883393,348.5,67.9724,20.8521,23,18,1.27778,69.6985,1.02539,0.979914
18850_T5A46BQ0F1B_TCAOH710_78_501.945_645.742_O_M_20161202_032245.jpg,403,0,403,0,204,122.236,59,47.706,1,-45,403,0.886124,413,72.9391,22.6521,23.3345,21.9203,1.06452,75.598,1.03645,0.975787
18850_T5A46BQ0F1B_TCAOH710_84_653.642_-608.521_O_M_20161202_032245.jpg,396.5,0,396.5,0,205,130.219,57,48.2947,1,-45,396.5,0.885502,405.5,72.4395,22.4686,22.6274,21.9203,1.03226,75.0122,1.03552,0.977805
18850_T5A46BQ0F1B_TCAOH710_86_-140.032_-545.674_O_M_20161202_032245.jpg,439.5,0,439.5,0,204,121.596,34,52.0924,1,0,439.5,0.859005,452,77.1126,23.6556,25,23,1.08696,80.1838,1.03983,0.972345
18850_T5A46BQ0F1B_TCAOH710_90_-133.720_830.803_O_M_20161202_032245.jpg,305.5,0,305.5,0,168,101.594,36,38.3327,1,0,305.5,0.889427,313,63.4783,19.7224,20,19,1.05263,65.6985,1.03497,0.976038
18850_T5A46BQ0F1B_TCAOH710_98_464.896_538.452_O_M_20161202_032245.jpg,347.5,0,347.5,0,205,130.098,67,41.982,1,-63.435,347.5,0.857653,357,68.3473,21.0345,23.2551,18.783,1.2381,71.3553,1.04401,0.973389
18850_T5A46BQ0F1B_TCAOH710_99_646.623_422.036_O_M_20161202_032245.jpg,596,0,596,0,204,103.113,46,45.7904,1,0,596,0.876726,611,88.6,27.5472,28,27,1.03704,92.4264,1.04319,0.97545
18850_T5A46BQ0FUB_TCAOH710_13_384.770_44.003__M_20161202_034159.jpg,511.5,0,511.5,0,205,129.991,52,42.4759,1,0,511.5,0.865375,525.5,82.9346,25.5198,28,23,1.21739,86.1838,1.03918,0.973359
18850_T5A46BQ0FUB_TCAOH710_15_-612.345_237.522__M_20161202_034159.jpg,290.5,0,290.5,0,158,103.947,55,26.2247,1,-45,290.5,0.876747,296.5,63.1148,19.2322,20.5061,18.3848,1.11538,64.5269,1.02237,0.979764
18850_T5A46BQ0FUB_TCAOH710_30_-662.249_708.844__M_20161202_034211.jpg,436.5,0,436.5,0,164,95.3178,38,33.2577,1,0,436.5,0.853142,449.5,77.0238,23.5748,27,21,1.28571,80.1838,1.04103,0.971079
18850_T5A46BQ0FUB_TCAOH710_47_331.916_342.935__M_20161202_034234.jpg,389.5,0,389.5,0,204,143.326,81,35.3128,1,0,389.5,0.881234,398.5,72.465,22.2694,24,20,1.2,74.5269,1.02845,0.977415
18850_T5A46BQ0FUB_TCAOH710_4_-255.880_-533.138__M_20161202_034135.jpg,516.5,0,516.5,0,204,78.5848,33,43.1806,1,-45,516.5,0.847792,532.5,84.4728,25.6443,28.2843,23.3345,1.21212,87.4975,1.03581,0.969953
18850_T5A46BQ0FUB_TCAOH710_5_594.244_658.963__M_20161202_034147.jpg,556,0,556,0,196,123.339,54,38.8411,1,-71.565,556,0.764517,577,90.8725,26.6068,35.1013,19.9223,1.7619,95.598,1.052,0.963605
18850_T5A46BQ0FUB_TCAOH710_77_155.646_-738.865_O_M_20161202_034250.jpg,926.5,0,926.5,0,204,98.7184,44,46.1834,1,-22.3801,926.5,0.761623,975.5,113.435,34.3461,37.1503,33.8323,1.09807,123.64,1.08996,0.949769
18850_T5A46BQ0FUB_TCAOH710_83_-428.157_756.027_O_M_20161202_034251.jpg,452,0,452,0,164,95.416,33,38.8367,1,0,452,0.870669,464.5,77.4813,23.9897,25,23,1.08696,80.7696,1.04244,0.973089
18850_T5A46BQ0FUB_TCAOH710_87_335.273_876.310_O_M_20161202_034251.jpg,565,0,565,0,203,112.764,32,52.6461,1,0,565,0.855265,578.5,87.8776,26.8213,27,25,1.08,91.1127,1.03681,0.976664
18850_T5A46BQ0FUB_TCAOH710_89_-286.289_-852.098_O_M_20161202_034251.jpg,587.5,0,587.5,0,205,120.498,40,50.0748,1,-45,587.5,0.844536,605.5,88.7243,27.3501,29.6985,25.4558,1.16667,93.4975,1.0538,0.970273
18850_T5A46BQ0FUB_TCAOH710_8_-260.302_738.956__M_20161202_034147.jpg,636.5,0,636.5,0,158,82.4441,33,36.4284,1,0,636.5,0.835545,654.5,92.9462,28.4678,33,25,1.32,97.8406,1.05266,0.972498
18850_T5A46BQ0FUB_TCAOH710_98_-700.704_-615.288_O_M_20161202_034251.jpg,680.5,0,680.5,0,207,68.4207,18,46.505,1,-63.435,680.5,0.830094,710,96.2897,29.4353,31.7522,27.7272,1.14516,101.497,1.05408,0.958451
18850_T5A46BR011B_TCAOH410_169_-622.296_-185.7_O_M_20161202_015230.jpg,102,0,102,0,86,71.4286,59,8.46205,1,-45,102,0.897118,104.5,36.9083,11.3961,12.0208,10.6066,1.13333,37.799,1.02413,0.976077
18850_T5A46BR011B_TCAOH410_213_124.302_-756.061_O_M_20161202_015231.jpg,224.5,0,224.5,0,201,124.677,84,28.7397,1,0,224.5,0.861854,231.5,55.2756,16.9069,17,16,1.0625,57.2132,1.03505,0.969762
18850_T5A46BR013B_TCAOH410_104_-366.189_96.3199_O_M_20161202_014833.jpg,88,0,88,0,223,185.057,137,22.5764,1,0,88,0.846574,90.5,35.2514,10.5851,12,9,1.33333,36.1421,1.02527,0.972376
18850_T5A46BR013B_TCAOH410_120_-432.491_-153.764_O_M_20161202_014833.jpg,110.5,0,110.5,0,161,96.4341,61,25.6654,1,-26.5651,110.5,0.817522,115.5,39.6405,11.8614,13.8636,10.7331,1.29167,41.2132,1.03968,0.95671
18850_T5A46BR013B_TCAOH410_242_-333.921_-487.255_O_M_20161202_014836.jpg,91.5,0,91.5,0,218,179.407,146,21.215,1,-45,91.5,0.830303,96.5,35.7794,10.7936,12.0208,9.89949,1.21429,37.2132,1.04007,0.948187
18850_T5A46BR013B_TCAOH410_28_-525.972_314.4_O_M_20161202_014830.jpg,99,0,99,0,83,68.1207,57,7.64081,1,-45,99,0.833784,104,37.0547,11.2272,12.0208,10.6066,1.13333,38.6274,1.04244,0.951923
18850_T5A46BR013B_TCAOH410_74_-542.243_-801.966_O_M_20161202_014832.jpg,292.5,0,292.5,0,219,106.222,58,42.3564,1,-84.8056,292.5,0.705434,320,68.0677,19.2983,24.8973,17.2018,1.44737,72.1838,1.06047,0.914063
18850_T5A46BR01FB_TCAOH410_215_-381.837_448.629_O_M_20161202_014448.jpg,114.5,0,114.5,0,207,160.353,124,21.8254,1,0,114.5,0.882226,116.5,39.6722,12.0742,14,10,1.4,40.3848,1.01796,0.982833
18850_T5A46BR01GB_TCAOH410_11_348.87_-76.3455_O_M_20161202_014248.jpg,369.5,0,369.5,0,217,117.353,72,39.6597,1,-41.1859,369.5,0.843736,382,71.5982,21.6901,23.9884,19.9433,1.20283,74.1838,1.03611,0.967277
18850_T5A46BR01GB_TCAOH410_16_-638.253_26.3538_O_M_20161202_014249.jpg,217,0,217,0,221,111.715,61,37.805,1,0,217,0.886696,222.5,54.2988,16.6221,18,15,1.2,55.4558,1.02131,0.975281
18850_T5A46BR01SB_TCAOH410_123_-594.108_171.283_O_M_20161202_014057.jpg,311,0,311,0,223,159.707,109,31.1396,1,0,311,0.867683,319.5,65.0563,19.8992,22,18,1.22222,67.1127,1.03161,0.973396
18850_T5A46BR041B_TCAOH110_10_-46.735_708.191__M_20161202_041540.jpg,356,0,356,0,204,146.441,79,34.2695,1,0,356,0.810711,368.5,71.3509,21.2902,26,17,1.52941,74.2843,1.04111,0.966079
18850_T5A46BR041B_TCAOH110_27_386.743_580.652__M_20161202_041614.jpg,468.5,0,468.5,0,204,133.061,67,38.6392,1,-45,468.5,0.83755,482.5,80.161,24.4236,25.4558,24.0416,1.05882,83.8406,1.0459,0.970984
18850_T5A46BR041B_TCAOH110_28_148.076_378.209__M_20161202_041614.jpg,2285.5,0,2285.5,0,64,45.4546,30,9.61437,1,-34.3803,2285.5,0.438904,2422,240.607,53.9443,111.243,26.1926,4.2471,255.806,1.06317,0.943642
18850_T5A46BR041B_TCAOH110_35_329.468_634.519__M_20161202_041626.jpg,699,0,699,0,204,131.749,57,40.6085,1,0,699,0.823884,723,98.3174,29.8328,34,27,1.25926,103.255,1.05022,0.966805
18850_T5A46BR041B_TCAOH110_40_-378.507_-630.033__M_20161202_041626.jpg,510,0,510,0,194,143.035,86,28.5995,1,-26.5651,510,0.858,526,82.405,25.4824,27.28,24.1495,1.12963,86.4264,1.0488,0.969582
18850_T5A46BR041B_TCAOH110_41_-137.766_-451.614__M_20161202_041626.jpg,587,0,587,0,193,135.172,96,23.8764,1,0,587,0.848214,603.5,89.4773,27.3385,32,24,1.33333,93.2548,1.04222,0.972659
18850_T5A46BR041B_TCAOH110_44_93.426_625.356__M_20161202_041638.jpg,493,0,493,0,203,142.416,67,40.3594,1,-26.5651,493,0.813725,515.5,82.4213,25.0541,25.4912,23.7023,1.07547,87.2548,1.05864,0.956353
18850_T5A46BR041B_TCAOH110_46_635.476_221.624__M_20161202_041638.jpg,999.5,0,999.5,0,203,96.5161,37,50.0848,1,0,999.5,0.776838,1045,119.343,35.6736,40,32,1.25,127.154,1.06546,0.956459
18850_T5A46BR041B_TCAOH110_55_-354.442_-801.995__M_20161202_041650.jpg,512.5,0,512.5,0,193,137.656,100,22.2432,1,-18.4349,512.5,0.828183,529.5,83.857,25.5448,28.7767,23.0846,1.24658,88.1838,1.0516,0.967894
18850_T5A46BR041B_TCAOH110_58_-672.187_-109.957__M_20161202_041650.jpg,503.5,0,503.5,0,186,119.39,76,28.0669,1,-45,503.5,0.858665,518,81.8437,25.3195,25.4558,25.4558,1,85.8406,1.04884,0.972008
18850_T5A46BR041B_TCAOH110_67_276.034_-164.614_O_M_20161202_041705.jpg,1478.5,0,1478.5,0,202,72.2846,26,43.7444,1,-42.5104,1478.5,0.734033,1566,149.747,43.3876,52.4608,40.6049,1.29198,159.095,1.06243,0.944125
18850_T5A46BR041B_TCAOH110_68_601.726_-751.647_O_M_20161202_041705.jpg,1118.25,20.1525,2236.5,406.125,197,74.8095,32,37.7267,2,-26.5651,1132.5,0.825547,1176.5,124.064,37.9729,38.4604,37.1187,1.03614,131.296,1.0583,0.962601
18850_T5A46BR041B_TCAOH110_69_-406.460_-569.925_O_M_20161202_041705.jpg,813,0,813,0,202,103.171,40,47.0298,1,-45,813,0.885761,830.5,104.196,32.1736,33.9411,29.6985,1.14286,107.397,1.03072,0.978928
18850_T5A46BR041B_TCAOH110_6_-54.851_37.053__M_20161202_041528.jpg,368,0,368,0,203,153.63,77,36.9881,1,-45,368,0.853741,381,70.8894,21.6461,21.9203,21.9203,1,73.598,1.03821,0.965879
18850_T5A46BR041B_TCAOH110_83_30.162_-21.084_O_M_20161202_041705.jpg,654,0,654,0,205,109.803,45,47.7072,1,-45,654,0.890209,668.5,92.7025,28.8565,29.6985,28.2843,1.05,96.0833,1.03647,0.97831
18850_T5A46BR041B_TCAOH110_87_-33.975_599.454_O_M_20161202_041705.jpg,544,0,544,0,201,112.42,43,47.042,1,0,544,0.883944,555.5,84.8813,26.3181,26,25,1.04,87.9411,1.03605,0.979298
18850_T5A46BR041B_TCAOH110_89_-135.451_516.840_O_M_20161202_041705.jpg,534.5,0,534.5,0,166,86.6904,34,37.4417,1,0,534.5,0.857052,551,85.7338,26.0873,28,23,1.21739,88.5269,1.03258,0.970054
18850_T5A46BR041B_TCAOH110_96_590.386_-666.159_O_M_20161202_041705.jpg,375,0,375,0,197,136.235,79,32.186,1,0,375,0.881567,385.5,70.5376,21.851,22,21,1.04762,73.1127,1.03651,0.972763
18850_T5A46BR042B_TCAOH110_10_706.878_-581.635__M_20161202_041905.jpg,761,0,761,0,196,115.802,68,33.0771,1,-45,761,0.816462,792.5,102.706,31.1277,31.8198,29.6985,1.07143,108.225,1.05374,0.960252
18850_T5A46BR042B_TCAOH110_1_-504.850_-811.510__M_20161202_041841.jpg,1332.5,0,1332.5,0,169,81.6855,42,36.5757,1,-2.48955,1332.5,0.74981,1428.5,137.182,41.1897,46.2172,38.3116,1.20635,149.439,1.08935,0.932797
18850_T5A46BR042B_TCAOH110_30_-349.421_83.259__M_20161202_041940.jpg,1517,0,1517,0,61,43.7549,27,10.1475,1,-33.6901,1517,0.812271,1575.5,142.084,43.9489,44.9307,44.0987,1.01887,153.196,1.0782,0.962869
18850_T5A46BR042B_TCAOH110_32_497.739_464.374__M_20161202_041951.jpg,860,0,860,0,203,112.355,41,46.3686,1,-45,860,0.852853,887.5,108.284,33.0906,33.9411,33.234,1.02128,112.569,1.03956,0.969014
18850_T5A46BR042B_TCAOH110_33_612.013_228.819__M_20161202_041951.jpg,397.5,0,397.5,0,204,147.12,78,36.248,1,0,397.5,0.803013,412,75.6747,22.4969,27,18,1.5,78.8701,1.04223,0.964806
18850_T5A46BR042B_TCAOH110_37_582.616_881.077__M_20161202_042003.jpg,553.5,0,553.5,0,171,85.8196,44,36.4496,1,0,553.5,0.877867,564.5,86.1305,26.5469,30,23,1.30435,89.0122,1.03346,0.980514
18850_T5A46BR042B_TCAOH110_39_420.931_331.396__M_20161202_042003.jpg,696.5,0,696.5,0,201,110.053,36,45.0615,1,0,696.5,0.817093,718.5,99.0096,29.7794,37,25,1.48,103.497,1.04533,0.969381
18850_T5A46BR042B_TCAOH110_3_481.166_331.931__M_20161202_041853.jpg,2456,0,2456,0,61,29.3093,16,12.6224,1,-39.5597,2456,0.817436,2542,183.201,55.9203,55.7774,53.6321,1.04,194.309,1.06063,0.966168
18850_T5A46BR042B_TCAOH110_46_-433.054_-60.196__M_20161202_042015.jpg,1724.5,2317.9,3449,5372640,166,38.7455,18,22.8614,2,-36.8699,3363.5,0.627557,3765.5,225.822,65.4411,78.4,61.6,1.27273,259.522,1.14923,0.893241
18850_T5A46BR042B_TCAOH110_53_-251.147_181.438__M_20161202_042027.jpg,761,0,761,0,194,84.0074,36,47.3436,1,0,761,0.794079,794,103.647,31.1277,32,31,1.03226,109.74,1.05879,0.958438
18850_T5A46BR042B_TCAOH110_57_93.992_-379.120__M_20161202_042027.jpg,950.5,0,950.5,0,163,91.4638,48,31.5534,1,-84.8056,950.5,0.758389,1003,117.498,34.7881,36.3954,33.6793,1.08065,125.497,1.06808,0.947657
